CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount,StreetAddr,City,State,ZIP,RegionType,Date,Month,DayOfWeek,Hour,Quarter,Year
681850,A,4,41.28990483,2024-02-14 23:11:00,PayPal,"PSC 7401, Box 1395, APO AA 62299",Clothing,19.67894219,132.6579533,PSC 7401,Box 1395,AA,62299,Military/Abroad,2024-02-14,February,Wednesday,23,2024Q1,2024
371405,D,7,55.93633474,2023-12-22 17:31:00,Credit Card,"USCGC Edwards, FPO AE 63901",Home Decor,17.65321494,322.4324134,USCGC Edwards,USCGC Edwards,AE,63901,Military/Abroad,2023-12-22,December,Friday,17,2023Q4,2023
44286,C,6,91.32884514,2023-08-13 05:01:00,Debit Card,"USCGC Johnson, FPO AP 87546",Clothing,15.11470664,465.1485487,USCGC Johnson,USCGC Johnson,AP,87546,Military/Abroad,2023-08-13,August,Sunday,5,2023Q3,2023
247882,C,3,94.99921497,2023-09-28 17:10:00,Debit Card,"USS Gill, FPO AE 33720",Electronics,7.471938185,263.7027971,USS Gill,USS Gill,AE,33720,Military/Abroad,2023-09-28,September,Thursday,17,2023Q3,2023
921503,A,4,95.26163237,2023-05-31 06:52:00,PayPal,"PSC 4781, Box 0168, APO AE 52672",Books,9.069641143,346.4869767,PSC 4781,Box 0168,AE,52672,Military/Abroad,2023-05-31,May,Wednesday,6,2023Q2,2023
264634,C,5,38.95941635,2024-02-11 21:56:00,Cash,"Unit 9496 Box 0263, DPO AP 96159",Home Decor,16.93125842,161.8154844,Unit 9496 Box 0263,Unit 9496 Box 0263,AP,96159,Military/Abroad,2024-02-11,February,Sunday,21,2024Q1,2024
354023,C,2,11.84205389,2023-08-08 20:49:00,Cash,"Unit 6487 Box 3579, DPO AE 76535",Electronics,15.51048127,20.01058869,Unit 6487 Box 3579,Unit 6487 Box 3579,AE,76535,Military/Abroad,2023-08-08,August,Tuesday,20,2023Q3,2023
342685,C,9,60.89134846,2023-05-10 11:13:00,PayPal,"USNS Ford, FPO AP 03408",Clothing,2.92802352,531.9759191,USNS Ford,USNS Ford,AP,03408,Military/Abroad,2023-05-10,May,Wednesday,11,2023Q2,2023
212792,D,1,65.80707422,2023-06-23 06:08:00,Cash,"PSC 3078, Box 7223, APO AP 83925",Electronics,3.719246074,63.3595472,PSC 3078,Box 7223,AP,83925,Military/Abroad,2023-06-23,June,Friday,6,2023Q2,2023
29895,A,8,88.02467929,2023-11-11 17:38:00,Cash,"Unit 5675 Box 5495, DPO AP 78868",Electronics,16.71766422,586.4720718,Unit 5675 Box 5495,Unit 5675 Box 5495,AP,78868,Military/Abroad,2023-11-11,November,Saturday,17,2023Q4,2023
861654,D,6,58.75094805,2024-01-21 06:11:00,PayPal,"USS Serrano, FPO AP 84318",Clothing,4.585642033,336.3410393,USS Serrano,USS Serrano,AP,84318,Military/Abroad,2024-01-21,January,Sunday,6,2024Q1,2024
242949,D,3,52.42730779,2024-02-21 09:35:00,Cash,"Unit 9382 Box 1999, DPO AP 56408",Home Decor,9.626003444,142.14196,Unit 9382 Box 1999,Unit 9382 Box 1999,AP,56408,Military/Abroad,2024-02-21,February,Wednesday,9,2024Q1,2024
633736,D,8,57.54834591,2024-02-14 15:31:00,PayPal,"USNS Rogers, FPO AP 86619",Clothing,4.481765259,439.7533131,USNS Rogers,USNS Rogers,AP,86619,Military/Abroad,2024-02-14,February,Wednesday,15,2024Q1,2024
992664,C,1,25.85416424,2024-03-03 02:08:00,Debit Card,"Unit 8485 Box 6289, DPO AP 48067",Electronics,4.567883552,24.67317612,Unit 8485 Box 6289,Unit 8485 Box 6289,AP,48067,Military/Abroad,2024-03-03,March,Sunday,2,2024Q1,2024
120140,D,1,37.77598398,2024-02-19 18:02:00,Credit Card,"USCGC Robbins, FPO AP 35635",Books,10.74823094,33.71573398,USCGC Robbins,USCGC Robbins,AP,35635,Military/Abroad,2024-02-19,February,Monday,18,2024Q1,2024
940267,B,8,70.37831308,2023-10-08 13:22:00,Credit Card,"USS Greene, FPO AE 86447",Electronics,6.04043293,529.0172663,USS Greene,USS Greene,AE,86447,Military/Abroad,2023-10-08,October,Sunday,13,2023Q4,2023
312543,D,8,75.20567745,2023-06-17 04:53:00,Cash,"USNV Gentry, FPO AA 04831",Electronics,0.351944364,599.5279624,USNV Gentry,USNV Gentry,AA,04831,Military/Abroad,2023-06-17,June,Saturday,4,2023Q2,2023
733696,B,7,11.45117609,2024-03-13 00:47:00,PayPal,"Unit 1342 Box 6927, DPO AE 04577",Books,12.75830261,69.93140272,Unit 1342 Box 6927,Unit 1342 Box 6927,AE,04577,Military/Abroad,2024-03-13,March,Wednesday,0,2024Q1,2024
714256,A,3,65.27272571,2024-03-10 09:08:00,PayPal,"PSC 3064, Box 8645, APO AE 36088",Books,3.304026597,189.3482925,PSC 3064,Box 8645,AE,36088,Military/Abroad,2024-03-10,March,Sunday,9,2024Q1,2024
811864,A,2,28.60884258,2023-10-04 02:42:00,Debit Card,"Unit 7013 Box 5889, DPO AP 96237",Books,7.596451323,52.87117156,Unit 7013 Box 5889,Unit 7013 Box 5889,AP,96237,Military/Abroad,2023-10-04,October,Wednesday,2,2023Q4,2023
582059,B,4,92.15421353,2023-12-24 02:03:00,Cash,"PSC 8238, Box 5955, APO AE 49440",Electronics,8.105377255,338.7390675,PSC 8238,Box 5955,AE,49440,Military/Abroad,2023-12-24,December,Sunday,2,2023Q4,2023
603718,B,2,54.78317639,2023-11-29 06:20:00,Cash,"USS Harding, FPO AP 69891",Home Decor,4.581868654,104.5461664,USS Harding,USS Harding,AP,69891,Military/Abroad,2023-11-29,November,Wednesday,6,2023Q4,2023
215071,D,8,23.59476635,2023-05-01 15:16:00,Cash,"Unit 0620 Box 8463, DPO AP 28683",Clothing,6.694106499,176.1224605,Unit 0620 Box 8463,Unit 0620 Box 8463,AP,28683,Military/Abroad,2023-05-01,May,Monday,15,2023Q2,2023
18467,D,4,16.95959097,2023-12-07 23:08:00,PayPal,"Unit 5559 Box 3814, DPO AP 78588",Books,0.593922397,67.43545665,Unit 5559 Box 3814,Unit 5559 Box 3814,AP,78588,Military/Abroad,2023-12-07,December,Thursday,23,2023Q4,2023
203073,C,9,22.47195226,2023-11-23 22:23:00,Debit Card,"Unit 9329 Box 4219, DPO AA 19708",Home Decor,1.261221353,199.6967808,Unit 9329 Box 4219,Unit 9329 Box 4219,AA,19708,Military/Abroad,2023-11-23,November,Thursday,22,2023Q4,2023
65648,B,5,92.80261825,2023-09-29 10:30:00,PayPal,"PSC 1701, Box 1033, APO AA 81042",Electronics,10.11806431,417.0639483,PSC 1701,Box 1033,AA,81042,Military/Abroad,2023-09-29,September,Friday,10,2023Q3,2023
373778,A,5,16.71943596,2023-12-14 18:15:00,PayPal,"Unit 7245 Box 9801, DPO AP 74910",Home Decor,9.617832939,75.55694271,Unit 7245 Box 9801,Unit 7245 Box 9801,AP,74910,Military/Abroad,2023-12-14,December,Thursday,18,2023Q4,2023
981902,A,8,71.80414138,2023-08-04 01:38:00,Cash,"USCGC Moore, FPO AP 59268",Books,13.76341887,495.3714931,USCGC Moore,USCGC Moore,AP,59268,Military/Abroad,2023-08-04,August,Friday,1,2023Q3,2023
228812,A,9,55.38747177,2023-05-07 22:03:00,Cash,"Unit 5806 Box 8964, DPO AA 05612",Electronics,16.4099355,416.6858104,Unit 5806 Box 8964,Unit 5806 Box 8964,AA,05612,Military/Abroad,2023-05-07,May,Sunday,22,2023Q2,2023
334096,C,1,95.33676743,2023-07-22 17:23:00,Debit Card,"PSC 1527, Box 0234, APO AP 01672",Home Decor,5.760798995,89.84460789,PSC 1527,Box 0234,AP,01672,Military/Abroad,2023-07-22,July,Saturday,17,2023Q3,2023
524296,C,4,44.13584903,2024-04-22 15:25:00,PayPal,"PSC 9422, Box 1816, APO AA 17878",Clothing,4.176575032,169.1699287,PSC 9422,Box 1816,AA,17878,Military/Abroad,2024-04-22,April,Monday,15,2024Q2,2024
569918,B,3,95.08964307,2023-11-20 06:41:00,Credit Card,"USNV Castillo, FPO AA 27848",Clothing,2.102259628,279.2718357,USNV Castillo,USNV Castillo,AA,27848,Military/Abroad,2023-11-20,November,Monday,6,2023Q4,2023
212953,A,6,86.1173559,2023-10-27 02:29:00,Debit Card,"USNS Mcintyre, FPO AA 13869",Books,8.803840123,471.2143294,USNS Mcintyre,USNS Mcintyre,AA,13869,Military/Abroad,2023-10-27,October,Friday,2,2023Q4,2023
637331,D,8,95.78663864,2024-03-31 17:27:00,Credit Card,"PSC 0512, Box 5474, APO AP 08005",Electronics,13.43714673,663.3251797,PSC 0512,Box 5474,AP,08005,Military/Abroad,2024-03-31,March,Sunday,17,2024Q1,2024
421795,A,5,92.0413389,2023-10-23 06:17:00,Credit Card,"PSC 8935, Box 4053, APO AP 79959",Books,13.64374891,397.4172486,PSC 8935,Box 4053,AP,79959,Military/Abroad,2023-10-23,October,Monday,6,2023Q4,2023
247126,D,7,80.56420111,2024-04-10 02:36:00,Debit Card,"USS Carter, FPO AE 77798",Electronics,4.536918454,538.363483,USS Carter,USS Carter,AE,77798,Military/Abroad,2024-04-10,April,Wednesday,2,2024Q2,2024
628598,C,2,23.22418971,2023-07-31 12:13:00,Credit Card,"USNV Moore, FPO AE 15451",Home Decor,9.060638526,42.23985966,USNV Moore,USNV Moore,AE,15451,Military/Abroad,2023-07-31,July,Monday,12,2023Q3,2023
55064,D,9,13.66444622,2024-02-10 11:45:00,Debit Card,"USCGC Farmer, FPO AP 87728",Home Decor,6.131537951,115.4394496,USCGC Farmer,USCGC Farmer,AP,87728,Military/Abroad,2024-02-10,February,Saturday,11,2024Q1,2024
760198,B,5,15.14137998,2023-10-15 19:59:00,PayPal,"PSC 3116, Box 8581, APO AP 16905",Books,14.22757193,64.93564627,PSC 3116,Box 8581,AP,16905,Military/Abroad,2023-10-15,October,Sunday,19,2023Q4,2023
475104,C,9,92.62205587,2023-11-26 23:24:00,PayPal,"Unit 5389 Box 4279, DPO AA 12253",Home Decor,2.709485003,811.0122764,Unit 5389 Box 4279,Unit 5389 Box 4279,AA,12253,Military/Abroad,2023-11-26,November,Sunday,23,2023Q4,2023
928013,C,1,40.4227008,2023-07-09 02:14:00,Cash,"USCGC Young, FPO AA 57952",Clothing,11.59104836,35.737286,USCGC Young,USCGC Young,AA,57952,Military/Abroad,2023-07-09,July,Sunday,2,2023Q3,2023
69883,C,3,55.85884445,2023-11-14 14:26:00,Credit Card,"USNS Barnes, FPO AE 55971",Clothing,10.55711608,149.8852842,USNS Barnes,USNS Barnes,AE,55971,Military/Abroad,2023-11-14,November,Tuesday,14,2023Q4,2023
227819,C,5,89.39973355,2023-10-26 20:05:00,Debit Card,"PSC 8300, Box 8644, APO AA 88306",Electronics,17.96693265,366.6867182,PSC 8300,Box 8644,AA,88306,Military/Abroad,2023-10-26,October,Thursday,20,2023Q4,2023
489528,C,4,60.08563644,2023-12-10 08:41:00,Debit Card,"Unit 9989 Box 6060, DPO AE 61725",Electronics,5.055892426,228.1910852,Unit 9989 Box 6060,Unit 9989 Box 6060,AE,61725,Military/Abroad,2023-12-10,December,Sunday,8,2023Q4,2023
894576,C,9,20.29009425,2023-11-03 19:05:00,Debit Card,"PSC 6193, Box 4149, APO AP 94162",Electronics,5.272372657,172.9829238,PSC 6193,Box 4149,AP,94162,Military/Abroad,2023-11-03,November,Friday,19,2023Q4,2023
587382,C,1,36.13925927,2023-06-05 14:53:00,PayPal,"PSC 2063, Box 4623, APO AA 23248",Electronics,2.280147337,35.31523092,PSC 2063,Box 4623,AA,23248,Military/Abroad,2023-06-05,June,Monday,14,2023Q2,2023
791451,C,8,20.09386962,2023-05-07 19:27:00,Cash,"USS Williams, FPO AA 58559",Clothing,6.685137371,150.0045347,USS Williams,USS Williams,AA,58559,Military/Abroad,2023-05-07,May,Sunday,19,2023Q2,2023
474410,C,9,38.88251337,2024-01-04 09:20:00,Debit Card,"USNV Wallace, FPO AE 91133",Electronics,19.91570925,280.2490655,USNV Wallace,USNV Wallace,AE,91133,Military/Abroad,2024-01-04,January,Thursday,9,2024Q1,2024
122740,D,6,46.97498133,2023-09-12 06:07:00,Credit Card,"Unit 2803 Box 1818, DPO AA 91380",Clothing,4.47682787,269.2319537,Unit 2803 Box 1818,Unit 2803 Box 1818,AA,91380,Military/Abroad,2023-09-12,September,Tuesday,6,2023Q3,2023
374852,B,6,82.04635179,2023-09-12 23:23:00,PayPal,"Unit 9673 Box 7295, DPO AE 18573",Clothing,3.35686754,475.7529867,Unit 9673 Box 7295,Unit 9673 Box 7295,AE,18573,Military/Abroad,2023-09-12,September,Tuesday,23,2023Q3,2023
308011,C,9,69.2347338,2023-05-16 17:31:00,PayPal,"PSC 9134, Box 8654, APO AA 60022",Electronics,1.294358642,615.0472924,PSC 9134,Box 8654,AA,60022,Military/Abroad,2023-05-16,May,Tuesday,17,2023Q2,2023
101572,D,7,83.33862934,2024-02-02 20:24:00,PayPal,"Unit 1644 Box 1113, DPO AA 81128",Books,1.417358999,575.1019525,Unit 1644 Box 1113,Unit 1644 Box 1113,AA,81128,Military/Abroad,2024-02-02,February,Friday,20,2024Q1,2024
238530,C,7,71.80379685,2024-04-25 13:04:00,PayPal,"Unit 6448 Box 9886, DPO AE 57907",Electronics,3.412037761,485.4767693,Unit 6448 Box 9886,Unit 6448 Box 9886,AE,57907,Military/Abroad,2024-04-25,April,Thursday,13,2024Q2,2024
802502,A,2,22.97914229,2024-02-20 14:51:00,PayPal,"PSC 3271, Box 5795, APO AE 95670",Home Decor,10.62214742,41.07652784,PSC 3271,Box 5795,AE,95670,Military/Abroad,2024-02-20,February,Tuesday,14,2024Q1,2024
543757,D,1,99.17767803,2024-02-23 17:48:00,Debit Card,"Unit 8094 Box 1668, DPO AA 09380",Home Decor,6.124252922,93.10378619,Unit 8094 Box 1668,Unit 8094 Box 1668,AA,09380,Military/Abroad,2024-02-23,February,Friday,17,2024Q1,2024
925638,C,7,59.07730564,2024-01-21 12:17:00,PayPal,"PSC 6568, Box 6352, APO AE 75214",Electronics,5.78754664,389.6072532,PSC 6568,Box 6352,AE,75214,Military/Abroad,2024-01-21,January,Sunday,12,2024Q1,2024
620907,C,9,49.44931986,2023-06-15 21:11:00,Cash,"USCGC Hill, FPO AP 95272",Books,10.80538712,396.9551648,USCGC Hill,USCGC Hill,AP,95272,Military/Abroad,2023-06-15,June,Thursday,21,2023Q2,2023
320788,C,5,56.33164544,2024-03-25 02:01:00,PayPal,"Unit 6376 Box 8975, DPO AP 61465",Clothing,4.77309812,268.2144037,Unit 6376 Box 8975,Unit 6376 Box 8975,AP,61465,Military/Abroad,2024-03-25,March,Monday,2,2024Q1,2024
733740,B,5,68.71396778,2024-03-06 23:22:00,PayPal,"USNS Ramos, FPO AE 01219",Books,15.43734579,290.5317749,USNS Ramos,USNS Ramos,AE,01219,Military/Abroad,2024-03-06,March,Wednesday,23,2024Q1,2024
490995,A,5,88.14862834,2024-04-04 05:21:00,Credit Card,"Unit 7223 Box 7987, DPO AE 32372",Books,14.83284451,375.3683968,Unit 7223 Box 7987,Unit 7223 Box 7987,AE,32372,Military/Abroad,2024-04-04,April,Thursday,5,2024Q2,2024
645571,A,9,81.04211911,2024-04-25 11:10:00,Debit Card,"Unit 7246 Box 5365, DPO AP 53742",Books,9.3029032,661.5256429,Unit 7246 Box 5365,Unit 7246 Box 5365,AP,53742,Military/Abroad,2024-04-25,April,Thursday,11,2024Q2,2024
662138,D,3,73.76757846,2023-10-26 12:44:00,PayPal,"Unit 7068 Box 2560, DPO AA 66728",Books,1.046647956,218.9864748,Unit 7068 Box 2560,Unit 7068 Box 2560,AA,66728,Military/Abroad,2023-10-26,October,Thursday,12,2023Q4,2023
662143,B,4,39.18040771,2023-06-23 03:56:00,Credit Card,"USNV Butler, FPO AP 52331",Clothing,14.83170176,133.477146,USNV Butler,USNV Butler,AP,52331,Military/Abroad,2023-06-23,June,Friday,3,2023Q2,2023
994434,D,6,84.29302625,2023-09-28 10:46:00,Credit Card,"PSC 1437, Box 7266, APO AE 89500",Home Decor,15.17549564,429.0068504,PSC 1437,Box 7266,AE,89500,Military/Abroad,2023-09-28,September,Thursday,10,2023Q3,2023
559391,C,7,27.35041431,2023-11-04 05:44:00,PayPal,"PSC 2120, Box 9197, APO AE 74181",Books,13.49641003,165.6136317,PSC 2120,Box 9197,AE,74181,Military/Abroad,2023-11-04,November,Saturday,5,2023Q4,2023
598969,B,8,41.71359759,2023-08-04 13:30:00,Credit Card,"USS Aguilar, FPO AE 70569",Books,7.259926709,309.4817678,USS Aguilar,USS Aguilar,AE,70569,Military/Abroad,2023-08-04,August,Friday,13,2023Q3,2023
172285,A,6,42.20008277,2023-05-29 22:01:00,PayPal,"Unit 1275 Box 6732, DPO AP 94334",Electronics,17.75205135,208.2522145,Unit 1275 Box 6732,Unit 1275 Box 6732,AP,94334,Military/Abroad,2023-05-29,May,Monday,22,2023Q2,2023
232,D,4,27.92344244,2023-09-03 04:04:00,Credit Card,"Unit 9955 Box 1410, DPO AA 76506",Books,7.829376812,102.9488437,Unit 9955 Box 1410,Unit 9955 Box 1410,AA,76506,Military/Abroad,2023-09-03,September,Sunday,4,2023Q3,2023
719863,B,2,67.23246816,2024-02-13 12:00:00,Debit Card,"Unit 7490 Box 6952, DPO AE 20136",Electronics,4.277223059,128.7135711,Unit 7490 Box 6952,Unit 7490 Box 6952,AE,20136,Military/Abroad,2024-02-13,February,Tuesday,12,2024Q1,2024
765020,C,7,36.19240334,2024-03-21 00:29:00,Credit Card,"Unit 3462 Box 6044, DPO AP 87108",Electronics,14.71191068,216.074665,Unit 3462 Box 6044,Unit 3462 Box 6044,AP,87108,Military/Abroad,2024-03-21,March,Thursday,0,2024Q1,2024
560965,C,1,29.06595666,2024-02-05 16:51:00,PayPal,"USS Campbell, FPO AE 66038",Clothing,7.031870815,27.02207613,USS Campbell,USS Campbell,AE,66038,Military/Abroad,2024-02-05,February,Monday,16,2024Q1,2024
571760,A,9,17.78203804,2024-01-29 19:19:00,Debit Card,"USNV Garcia, FPO AE 99319",Books,17.06472619,132.7282375,USNV Garcia,USNV Garcia,AE,99319,Military/Abroad,2024-01-29,January,Monday,19,2024Q1,2024
559631,D,4,69.64529693,2023-12-23 21:19:00,Debit Card,"Unit 6810 Box 9073, DPO AE 08041",Electronics,15.9133257,234.249656,Unit 6810 Box 9073,Unit 6810 Box 9073,AE,08041,Military/Abroad,2023-12-23,December,Saturday,21,2023Q4,2023
98826,C,2,57.44594718,2024-01-24 12:09:00,Credit Card,"PSC 2181, Box 2942, APO AA 98852",Home Decor,4.127970257,110.1491911,PSC 2181,Box 2942,AA,98852,Military/Abroad,2024-01-24,January,Wednesday,12,2024Q1,2024
643255,D,8,54.80180106,2024-01-18 15:30:00,PayPal,"Unit 1450 Box 7456, DPO AA 34399",Electronics,7.643204588,404.9054983,Unit 1450 Box 7456,Unit 1450 Box 7456,AA,34399,Military/Abroad,2024-01-18,January,Thursday,15,2024Q1,2024
763722,B,6,77.56600454,2024-04-08 06:45:00,Credit Card,"PSC 9205, Box 9204, APO AE 31022",Clothing,18.0554099,381.3668669,PSC 9205,Box 9204,AE,31022,Military/Abroad,2024-04-08,April,Monday,6,2024Q2,2024
854094,A,9,77.75666118,2023-12-30 09:40:00,Cash,"USCGC Lucas, FPO AE 09226",Electronics,16.23522997,586.1941957,USCGC Lucas,USCGC Lucas,AE,09226,Military/Abroad,2023-12-30,December,Saturday,9,2023Q4,2023
101915,B,7,81.96461133,2024-04-06 06:18:00,Cash,"USS Sampson, FPO AP 71851",Clothing,14.87494852,488.4069231,USS Sampson,USS Sampson,AP,71851,Military/Abroad,2024-04-06,April,Saturday,6,2024Q2,2024
477153,D,7,17.62937466,2023-12-27 04:29:00,Cash,"Unit 3959 Box 7686, DPO AE 09249",Electronics,12.11408588,108.4561595,Unit 3959 Box 7686,Unit 3959 Box 7686,AE,09249,Military/Abroad,2023-12-27,December,Wednesday,4,2023Q4,2023
432768,C,4,55.16687302,2023-06-11 13:59:00,Credit Card,"PSC 2034, Box 6788, APO AE 18923",Home Decor,11.6054317,195.058077,PSC 2034,Box 6788,AE,18923,Military/Abroad,2023-06-11,June,Sunday,13,2023Q2,2023
418255,A,2,98.00183771,2023-07-03 11:24:00,Credit Card,"USNS Bender, FPO AA 10053",Electronics,16.32194688,164.0120596,USNS Bender,USNS Bender,AA,10053,Military/Abroad,2023-07-03,July,Monday,11,2023Q3,2023
754267,C,4,82.45809955,2024-01-12 10:22:00,PayPal,"PSC 9700, Box 7185, APO AP 71357",Electronics,19.00940821,267.1332112,PSC 9700,Box 7185,AP,71357,Military/Abroad,2024-01-12,January,Friday,10,2024Q1,2024
394308,B,5,98.04369839,2023-09-26 08:28:00,Cash,"USNV Cordova, FPO AP 42811",Clothing,6.226286144,459.6960859,USNV Cordova,USNV Cordova,AP,42811,Military/Abroad,2023-09-26,September,Tuesday,8,2023Q3,2023
678226,B,7,65.42857731,2023-07-14 16:49:00,Cash,"PSC 4487, Box 7907, APO AP 89790",Clothing,11.0325492,407.4709612,PSC 4487,Box 7907,AP,89790,Military/Abroad,2023-07-14,July,Friday,16,2023Q3,2023
768458,C,5,91.71100869,2023-05-28 16:16:00,Credit Card,"PSC 8087, Box 8138, APO AA 32428",Home Decor,18.28172389,374.7232765,PSC 8087,Box 8138,AA,32428,Military/Abroad,2023-05-28,May,Sunday,16,2023Q2,2023
371052,A,4,10.91031419,2024-03-20 16:32:00,PayPal,"Unit 7376 Box 9678, DPO AA 25585",Clothing,3.413815884,42.1514246,Unit 7376 Box 9678,Unit 7376 Box 9678,AA,25585,Military/Abroad,2024-03-20,March,Wednesday,16,2024Q1,2024
93433,C,6,66.76323398,2024-04-21 10:39:00,PayPal,"USCGC Tucker, FPO AP 01107",Books,6.932762349,372.8081858,USCGC Tucker,USCGC Tucker,AP,01107,Military/Abroad,2024-04-21,April,Sunday,10,2024Q2,2024
99053,A,2,35.52929289,2023-08-10 09:01:00,Debit Card,"Unit 6131 Box 6459, DPO AA 32512",Books,14.79626351,60.54457018,Unit 6131 Box 6459,Unit 6131 Box 6459,AA,32512,Military/Abroad,2023-08-10,August,Thursday,9,2023Q3,2023
172036,D,1,15.98849717,2023-05-05 15:29:00,Credit Card,"Unit 9807 Box 9375, DPO AA 97605",Home Decor,4.585290225,15.25537817,Unit 9807 Box 9375,Unit 9807 Box 9375,AA,97605,Military/Abroad,2023-05-05,May,Friday,15,2023Q2,2023
476827,A,4,73.43705166,2023-10-29 05:20:00,Cash,"Unit 9162 Box 1188, DPO AA 72979",Books,16.50409385,245.267727,Unit 9162 Box 1188,Unit 9162 Box 1188,AA,72979,Military/Abroad,2023-10-29,October,Sunday,5,2023Q4,2023
774631,B,5,59.65592175,2024-02-28 20:24:00,Credit Card,"USCGC Patton, FPO AA 69654",Clothing,0.016722513,298.2297289,USCGC Patton,USCGC Patton,AA,69654,Military/Abroad,2024-02-28,February,Wednesday,20,2024Q1,2024
85251,C,1,15.41707332,2023-04-30 08:46:00,Credit Card,"Unit 3292 Box 6585, DPO AP 63673",Books,6.863609702,14.35890558,Unit 3292 Box 6585,Unit 3292 Box 6585,AP,63673,Military/Abroad,2023-04-30,April,Sunday,8,2023Q2,2023
664554,B,3,20.42098531,2023-09-15 09:14:00,Credit Card,"USS Wall, FPO AA 32149",Books,15.10923268,52.00659338,USS Wall,USS Wall,AA,32149,Military/Abroad,2023-09-15,September,Friday,9,2023Q3,2023
394671,C,6,65.12816363,2023-10-04 19:56:00,Cash,"Unit 8373 Box 0207, DPO AE 77772",Electronics,1.937101088,383.1993916,Unit 8373 Box 0207,Unit 8373 Box 0207,AE,77772,Military/Abroad,2023-10-04,October,Wednesday,19,2023Q4,2023
305680,C,7,45.24199245,2024-02-03 07:14:00,PayPal,"Unit 5584 Box 2453, DPO AA 96889",Electronics,8.080727163,291.1027733,Unit 5584 Box 2453,Unit 5584 Box 2453,AA,96889,Military/Abroad,2024-02-03,February,Saturday,7,2024Q1,2024
990724,A,9,75.4516855,2024-01-02 20:36:00,PayPal,"USNS Clayton, FPO AE 16296",Books,1.741981475,667.23598,USNS Clayton,USNS Clayton,AE,16296,Military/Abroad,2024-01-02,January,Tuesday,20,2024Q1,2024
63018,C,4,78.67475785,2023-12-04 16:48:00,Cash,"USNS Allen, FPO AA 22488",Home Decor,8.583146651,287.687952,USNS Allen,USNS Allen,AA,22488,Military/Abroad,2023-12-04,December,Monday,16,2023Q4,2023
125294,C,7,41.2649458,2023-10-12 05:35:00,PayPal,"PSC 2077, Box 1632, APO AP 11954",Clothing,1.113190955,285.6391171,PSC 2077,Box 1632,AP,11954,Military/Abroad,2023-10-12,October,Thursday,5,2023Q4,2023
321478,B,8,58.90612673,2023-09-03 05:25:00,PayPal,"Unit 7549 Box 5023, DPO AE 64912",Clothing,1.587059558,463.7700113,Unit 7549 Box 5023,Unit 7549 Box 5023,AE,64912,Military/Abroad,2023-09-03,September,Sunday,5,2023Q3,2023
170006,D,4,65.37049402,2023-11-13 20:39:00,Credit Card,"Unit 6298 Box 9370, DPO AE 61130",Home Decor,9.388811332,236.9319267,Unit 6298 Box 9370,Unit 6298 Box 9370,AE,61130,Military/Abroad,2023-11-13,November,Monday,20,2023Q4,2023
298196,D,3,71.53103547,2023-08-18 01:25:00,PayPal,"Unit 8252 Box 4842, DPO AP 15089",Clothing,12.26394707,188.2755214,Unit 8252 Box 4842,Unit 8252 Box 4842,AP,15089,Military/Abroad,2023-08-18,August,Friday,1,2023Q3,2023
896801,A,1,60.74087672,2024-02-07 05:40:00,PayPal,"PSC 1661, Box 5302, APO AA 49551",Home Decor,3.104714439,58.85504595,PSC 1661,Box 5302,AA,49551,Military/Abroad,2024-02-07,February,Wednesday,5,2024Q1,2024
64010,A,8,97.19466083,2024-02-13 21:35:00,Credit Card,"Unit 7446 Box 1412, DPO AA 32793",Clothing,15.88021812,654.0794935,Unit 7446 Box 1412,Unit 7446 Box 1412,AA,32793,Military/Abroad,2024-02-13,February,Tuesday,21,2024Q1,2024
112530,C,8,13.68529786,2023-07-30 16:30:00,Cash,"Unit 7692 Box 2336, DPO AA 90722",Books,15.38982259,92.63323842,Unit 7692 Box 2336,Unit 7692 Box 2336,AA,90722,Military/Abroad,2023-07-30,July,Sunday,16,2023Q3,2023
367966,D,5,30.8998238,2023-09-22 14:36:00,PayPal,"USNS Burnett, FPO AE 01926",Home Decor,14.58662267,131.9629155,USNS Burnett,USNS Burnett,AE,01926,Military/Abroad,2023-09-22,September,Friday,14,2023Q3,2023
761501,A,8,70.52043366,2023-10-26 18:00:00,PayPal,"USS Russo, FPO AA 51576",Electronics,7.639489179,521.0642621,USS Russo,USS Russo,AA,51576,Military/Abroad,2023-10-26,October,Thursday,18,2023Q4,2023
135664,A,4,15.74038408,2024-03-15 12:11:00,Debit Card,"PSC 5695, Box 1360, APO AA 46451",Electronics,13.51330526,54.45335172,PSC 5695,Box 1360,AA,46451,Military/Abroad,2024-03-15,March,Friday,12,2024Q1,2024
72524,D,4,60.0206453,2024-02-17 22:38:00,Credit Card,"USCGC Hoffman, FPO AP 48185",Clothing,5.731409579,226.3224652,USCGC Hoffman,USCGC Hoffman,AP,48185,Military/Abroad,2024-02-17,February,Saturday,22,2024Q1,2024
156774,D,7,26.61770388,2023-11-05 17:55:00,Cash,"USNV Francis, FPO AA 41388",Books,1.489655625,183.5483423,USNV Francis,USNV Francis,AA,41388,Military/Abroad,2023-11-05,November,Sunday,17,2023Q4,2023
